"","X","plt","entropyRank.rank","entropyRank.score","topRank.rank","topRank.score","vine","verified_purchase","two_sides"
"14382",14382,"R1NLVSC0XHRHX9",29615,0.000597617,29615,0.000282641,"N","n","1"
"14383",14383,"R9WBJG2O4B5HK",18907,0.036447512,18918,0.000951259,"N","y","1"
"14384",14384,"R31GNLN8FU22HT",24633.5,0.027926159,24638.5,0.000732766,"N","y","0"
"14385",14385,"R1KC7WYG8I5GDS",22498,0.030754407,22503,0.000805376,"N","y","0"
"14386",14386,"RHD1636SXBG53",15289.5,0.040163397,15318.5,0.001046433,"N","y","0"
"14387",14387,"R2HQVMW4UOHSK9",21515,0.032156108,21520,0.000841319,"N","y","0"
"14388",14388,"R1ZM5KM0LFSLC2",19743,0.035337288,19748,0.000922825,"N","y","1"
"14389",14389,"r3e1w7gyx8ilpa",8953.5,0.044951239,8998.5,0.001169222,"N","y","1"
"14390",14390,"r2eewwi55f5vyw",16627,0.039023006,16651,0.001017219,"N","y","0"
"14391",14391,"re0lyl9o00b0l",13994.5,0.041303574,14027.5,0.001075651,"N","y","1"
"14392",14392,"rhjxaypog8bnv",27803,0.019773835,27804,0.000522409,"N","y","1"
"14393",14393,"r2wb2yqo0tgp99",19249.5,0.036144786,19258.5,0.000943506,"N","y","1"
"14394",14394,"r2kskq5w9ksdth",171,0.37214354,491,0.024119604,"N","y","1"
"14395",14395,"r16qy6ia9h3ovw",8742.5,0.04523754,8788.5,0.001176575,"N","y","1"
"14396",14396,"r166tc2iiekwg3",13877,0.041399891,13911,0.00107812,"N","y","1"
"14397",14397,"rjrabh3cv60rv",5981,0.284684768,6072,0.013868879,"N","y","1"
"14398",14398,"r2ae4bjs542j5f",16541.5,0.039088165,16565.5,0.001018888,"N","y","1"
"14399",14399,"r2y8rpnmeycf0w",7336.5,0.20261026,7494.5,0.007990725,"N","y","1"
"14400",14400,"r23bp8gwlhne6f",20414,0.034197665,20419,0.000893634,"N","y","1"
"14401",14401,"r5nhhuh7xpcpv",12665.5,0.032272111,12702.5,0.00110048,"N","n","1"
"14402",14402,"r26yc0fu300slq",30539.5,0.001403786,30539.5,3.79e-05,"N","y","1"
"14403",14403,"r3qraziiqb9vew",19158,0.03616969,19167,0.000944144,"N","y","1"
"14404",14404,"ra4afc0u267xj",717,0.351465653,1644,0.016001224,"N","n","1"
"14405",14405,"rdj96th0qpcbp",18448,0.036976851,18460,0.000964815,"N","y","1"
"14406",14406,"r3vt2npyh8uru",29532.5,0.011203531,29532.5,0.000298599,"N","y","1"
"14407",14407,"r1acygoydhao25",19498.5,0.035791523,19503.5,0.000934459,"N","y","1"
"14408",14408,"r2b6phsnrfg21s",3755.5,0.346654807,4859.5,0.015576718,"N","y","1"
"14409",14409,"r203winciuq71r",24633.5,0.027926159,24638.5,0.000732766,"N","y","0"
"14410",14410,"rs38okji95p1k",23162,0.030236537,23167,0.00079209,"N","y","0"
"14411",14411,"r3ojpu2mb0z9zw",28133.5,0.018331929,28135.5,0.000484979,"N","y","0"
"14412",14412,"r1r5y2yiyh2pjv",8514,0.098016622,8526,0.004137444,"N","y","1"
"14413",14413,"rxaep8sz8qhrw",16541.5,0.039088165,16565.5,0.001018888,"N","y","0"
"14414",14414,"r3nkbn242q5181",15333.5,0.040151266,15362.5,0.001046123,"N","y","1"
"14415",14415,"r2igkc7c9rjz47",20438,0.034172426,20443,0.000892987,"N","y","1"
"14416",14416,"rj4sxows7vzq",22498,0.030754407,22503,0.000805376,"N","y","0"
"14417",14417,"r1ftfayx6rtqwe",25581,0.025204917,25584,0.000662753,"N","y","1"
"14418",14418,"ry2i0mcyiajzj",31318,0,31318,0,"N","y","1"
"14419",14419,"r1ikhtiza9jhzd",31318,0,31318,0,"N","y","1"
"14420",14420,"r3kdh9ande981b",5309,0.318738769,1506,0.016296804,"N","y","1"
"14421",14421,"r3qqk1y3ngtzi9",29474,0.011717006,29474,0.000312107,"N","y","1"
"14422",14422,"r3ijwl4day24o0",8659,0.045409868,8705,0.001181001,"N","y","1"
"14423",14423,"r3r5krcws83zs3",27740.5,0.020165598,27741.5,0.000532565,"N","y","1"
"14424",14424,"r2olpeq32o5bzv",15111,0.040361405,15140,0.001051507,"N","y","1"
"14425",14425,"r3op2j67ktmcsu",1391.5,0.349724498,3305.5,0.0155965,"N","n","1"
"14426",14426,"r3uy64pmm1ks04",1124,0.36040501,3140,0.01559772,"N","y","1"
"14427",14427,"r2l83ka4742ztk",7477.5,0.211023536,7627.5,0.007985096,"Y","n","1"
"14428",14428,"r3biebgxuh8lz5",28462,0.017160062,28466,0.000454497,"N","y","1"
"14429",14429,"r2hq65box42367",12614.5,0.042315997,12651.5,0.001101605,"N","y","0"
"14430",14430,"rh2q5h939kxnt",3267,0.350775678,4566,0.015582213,"N","y","1"
"14431",14431,"r2ykbdcgd4osao",21376,0.022194493,21381,0.000842303,"N","n","1"
"14432",14432,"r30eva7t0vxurm",24011,0.029129705,24016,0.000763681,"N","y","1"
"14433",14433,"r23lel8w5tsi6",24633.5,0.027926159,24638.5,0.000732766,"N","y","0"
"14434",14434,"R2MJYSTLZJ2CJQ",26449,0.022862051,26452,0.000602325,"N","y","1"
"14435",14435,"R3QZ8JYR91TT9I",23162,0.030236537,23167,0.00079209,"N","y","1"
"14436",14436,"RPTPJ87XPWM5R",21880,0.03169468,21885,0.000829489,"N","y","1"
"14437",14437,"R2YMHSX2K3M6D8",11172,0.043298298,11211,0.001126798,"N","y","1"
"14438",14438,"R3KCDZEXS6QDMG",14830.5,0.040619652,14860.5,0.001058124,"N","y","1"
"14439",14439,"R1ERL09GY62OB2",22498,0.030754407,22503,0.000805376,"N","y","0"
"14440",14440,"R2C7K72E22Y6V9",31318,0,31318,0,"N","y","1"
"14441",14441,"R11T9JN83814TE",11027,0.043393428,11066,0.001129239,"N","y","0"
"14442",14442,"R197JTU1LD20W4",28777.5,0.015215132,28781.5,0.000403778,"N","y","1"
"14443",14443,"R2KTMQ6Q47HLXT",12719,0.04221624,12756,0.001099047,"N","y","1"
"14444",14444,"RLCCMR8RUL1E4",31318,0,31318,0,"N","y","1"
"14445",14445,"R12NFT5VOPNU4Z",30326,0.004105451,30326,0.000110333,"N","y","1"
"14446",14446,"R3R7ZY6TH1BGGA",31318,0,31318,0,"N","y","1"
"14447",14447,"RYFMMSZJ6TXCL",31318,0,31318,0,"N","y","1"
"14448",14448,"R9R6RCSVB4TNX",2092.5,0.357529036,3779.5,0.015592693,"N","y","1"
"14449",14449,"R2XGUIGCYZPN5V",6395,0.25921036,6526,0.012268802,"N","y","1"
"14450",14450,"RKI0ALVYL3537",27390,0.021149155,27391,0.000558039,"N","y","1"
"14451",14451,"R2A6SLMR9KOOE8",27390,0.021149155,27391,0.000558039,"N","y","1"
"14452",14452,"RH5YFUFVGCQY6",12665.5,0.042272111,12702.5,0.00110048,"N","y","1"
"14453",14453,"r1i28vz23418bk",194,0.359386887,636,0.020625768,"N","n","1"
"14454",14454,"r1ka73wbc0fnze",18200.5,0.037228462,18213.5,0.000971258,"N","y","1"
"14455",14455,"r3h245xkyvrgv",18682.5,0.036720684,18693.5,0.000958255,"N","y","0"
"14456",14456,"r2acq8k9fx1avx",10455,0.043785255,10496,0.001139292,"N","y","1"
"14457",14457,"r206m991wgrjrs",11189,0.043278472,11228,0.00112629,"N","y","1"
"14458",14458,"r1ja08iwbo9bq2",1120.5,0.360408958,3137.5,0.015597727,"N","y","1"
"14459",14459,"r21d9yskwg09lg",27803,0.019773835,27804,0.000522409,"N","y","1"
"14460",14460,"r3ae4hplj9wq30",20167.5,0.034579917,20172.5,0.000903426,"N","y","1"
"14461",14461,"r140s3cel6cz83",26449,0.022862051,26452,0.000602325,"N","y","1"
"14462",14462,"r128kn1i3o2th5",24368,0.028128207,24373,0.000737957,"N","y","1"
"14463",14463,"r2cizkleoo36rj",8507,0.101704545,8522,0.004149633,"N","y","0"
"14464",14464,"rrfutkr5hiqto",25550,0.015218367,25553,0.0006631,"N","n","1"
"14465",14465,"rwxsu71v2z7ce",28969,0.014219236,28971,0.00037774,"N","y","1"
"14466",14466,"rweukjfc7b3uy",6539,0.255520784,6737,0.010743949,"N","y","1"
"14467",14467,"r1r54uewcqzgrm",26040.5,0.024395415,26043.5,0.000641891,"N","y","0"
"14468",14468,"r3f9mh9vlwlhbu",18034.5,0.037450851,18049.5,0.000976954,"N","y","1"
"14469",14469,"r3tdlwkwo1tsid",17980.5,0.037467311,17995.5,0.000977375,"N","y","0"
"14470",14470,"r2gsup65ffyu54",12009.5,0.04274226,12047.5,0.001112536,"N","y","1"
"14471",14471,"r14z6p7irh7qyv",13418.5,0.031740543,13453.5,0.001086852,"N","n","0"
"14472",14472,"r1jqujh6isn15h",8766,0.04519443,8811,0.001175467,"N","y","1"
"14473",14473,"r1ifcg75db331l",19995,0.034923516,20000,0.000912227,"N","y","0"
"14474",14474,"r36tr9yxlax5pe",28025.5,0.018605571,28027.5,0.000492088,"N","y","1"
"14475",14475,"r3876xngql2hbd",11332,0.04319121,11371,0.001124051,"N","y","1"
"14476",14476,"r2utgqudpfzm2e",14593,0.040784869,14623,0.001062358,"N","y","0"
"14477",14477,"r28jaoqvfrros1",25450,0.025835663,25454,0.000678996,"N","y","1"
"14478",14478,"r3ctmvgzo0negi",23162,0.030236537,23167,0.00079209,"N","y","0"
"14479",14479,"r32q1dwx46u5dt",21312.5,0.032433106,21317.5,0.000848419,"N","y","1"
"14480",14480,"r3qy03f1wlk25t",16578,0.039080022,16602,0.00101868,"N","y","1"
"14481",14481,"r1qklv1mrsh8ch",13182.5,0.041900599,13217.5,0.001090955,"N","y","1"
"14482",14482,"r28hc9wsyka22w",4443,0.337918238,5258,0.015567304,"N","y","1"
"14483",14483,"r1j7aojezd44r2",730,0.351420531,2896,0.015599577,"N","n","1"
"14484",14484,"rybb7ado997uy",6599,0.253832947,6539,0.012263671,"N","y","1"
"14485",14485,"r3b13zxtl8fllm",1234,0.360116534,3210,0.0155972,"N","y","1"
"14486",14486,"r3q3gvx63e2zu",1768,0.358590597,3564,0.015594509,"N","y","1"
"14487",14487,"r2q897pg7js1i5",27200,0.021882029,27202,0.000576999,"N","y","1"
"14488",14488,"r163bs6omrkj9a",21880,0.02169468,21885,0.000829489,"N","n","0"
"14489",14489,"r2x0y9ffe3ce7i",3409.5,0.349458907,4642.5,0.015580383,"N","y","1"
"14490",14490,"r1egc3pb8ctxji",9818,0.04425106,9861,0.001151246,"N","y","1"
"14491",14491,"r2fo7v3rx4mwpr",31318,0,31318,0,"N","y","1"
"14492",14492,"r6rr3mckgk2ha",16638,0.038998565,16662,0.001016593,"N","y","1"
"14493",14493,"rsms35etbruem",15203.5,0.040284656,15232.5,0.00104954,"N","y","1"
"14494",14494,"r3oq4jk0neh1z7",11923,0.042801927,11961,0.001114066,"N","y","1"
"14495",14495,"r3kftg7qi8tpuc",31318,0,31318,0,"N","y","1"
"14496",14496,"r5lconbq7p2lg",1065.5,0.360566809,3101.5,0.015598013,"N","y","1"
"14497",14497,"rh5eeez1evgyl",29905,0.008103054,29905,0.000216728,"N","y","1"
"14498",14498,"r3aaxim5qwo7gj",10591,0.043686397,10631,0.001136755,"N","y","1"
"14499",14499,"r2yi4auokg81t2",823,0.351188848,2951,0.015599149,"N","n","1"
"14500",14500,"r20xqosdaoz5q",23162,0.030236537,23167,0.00079209,"N","y","0"
"14501",14501,"r2zdzr43zhdl4q",23450.5,0.030210594,23455.5,0.000791424,"N","y","0"
"14502",14502,"r18wj13d52vl6r",8928,0.044982639,8973,0.001170028,"N","y","1"
"14503",14503,"r3m5p0or1uj7zi",24093.5,0.029086122,24098.5,0.000762562,"N","y","1"
"14504",14504,"rxuc5a6elo82c",8626.5,0.03554291,8672.5,0.001184418,"N","n","1"
"14505",14505,"r2wgilxeuwt4h9",16381.5,0.039259076,16405.5,0.001023266,"N","y","0"
"14506",14506,"r2ayu4napdfxso",17237,0.038320806,17260,0.000999234,"N","y","1"
"14507",14507,"rmbbwbs3mrmj4",30515,0.001506526,30515,4.06e-05,"N","y","1"
"14508",14508,"R1JJEN791HJ1K0",11027,0.043393428,11066,0.001129239,"N","y","0"
"14509",14509,"RYAEWZOYHB1RG",23771,0.029651654,23776,0.00077708,"N","y","1"
"14510",14510,"R2VAZ9EUFWK1S2",17097,0.03849257,17120,0.001003633,"N","y","0"
"14511",14511,"RSAZICNPLX97I",25581,0.025204917,25584,0.000662753,"N","y","1"
"14512",14512,"R3FRVMLO2WG3TN",9048,0.04486486,9093,0.001167004,"N","y","1"
"14513",14513,"R1CG2BYXDCTQ7D",31318,-0.01,31318,0,"N","n","1"
"14514",14514,"R24TUM11L7PAWR",29569.5,0.010768171,29569.5,0.000287135,"N","y","1"
"14515",14515,"R3BHMOW6WSBD3N",28133.5,0.018331929,28135.5,0.000484979,"N","y","1"
"14516",14516,"R2KGF1BXTJHW4W",29344.5,0.002386837,29344.5,0.000329707,"N","n","1"
"14517",14517,"R9LXI913UA7FL",16302,0.039385104,16326,0.001026495,"N","y","0"
"14518",14518,"R29XTVE23XZN99",18448,0.036976851,18460,0.000964815,"N","y","1"
"14519",14519,"R16QP0A3EHZYF6",19513,0.035749908,19518,0.000933393,"N","y","1"
"14520",14520,"R2GT2HHM52XI4I",23162,0.030236537,23167,0.00079209,"N","y","0"
"14521",14521,"R3NPRG6SGETLE7",29296.5,0.012856067,29296.5,0.000342023,"N","y","1"
"14522",14522,"R2GVK9ZBI6PXDF",27390,0.021149155,27391,0.000558039,"N","y","1"
"14523",14523,"R1P29CW9D4GFFI",20272,0.034491793,20277,0.000901169,"N","y","1"
"14524",14524,"R1U4RQCG8TWQC",10409.5,0.043812924,10451.5,0.001140002,"N","y","1"
"14525",14525,"R2YTGO6MOD8CYF",26582,0.022427887,26585,0.000591109,"N","y","1"
"14526",14526,"RHG9FKPMEHFEK",22498,0.030754407,22503,0.000805376,"N","y","0"
"14527",14527,"RTPMH6CPT4PJ",11203,0.043270541,11242,0.001126086,"N","y","0"
"14528",14528,"R293P3UPS5LPD6",3375.5,0.349814594,4623.5,0.015580871,"N","y","1"
"14529",14529,"R3G3XI2EC5Q2V3",29664.5,0.010401694,29664.5,0.000277477,"N","y","0"
"14530",14530,"R2199BZB46BMRB",25862.5,0.024454042,25865.5,0.000643403,"N","y","0"
"14531",14531,"R3D04JMEI57NAA",8489.5,0.105988423,8472.5,0.005364656,"N","y","1"
"14532",14532,"RIT90SRE5N300",24633.5,0.027926159,24638.5,0.000732766,"N","y","0"
"14533",14533,"R37O078S1JJPFA",24633.5,0.027926159,24638.5,0.000732766,"N","y","0"
"14534",14534,"R3D2Y0JQEJGJF7",27963,0.018935061,27965,0.000500645,"N","y","1"
"14535",14535,"R8OGI1FO9HVXO",28133.5,0.018331929,28135.5,0.000484979,"N","y","0"
"14536",14536,"R5BVTSRA4L02W",20695,0.033658298,20701,0.000879816,"N","y","1"
"14537",14537,"RUVP9EPZCQ15S",21754,0.031733189,21759,0.000830477,"N","y","1"
"14538",14538,"R1GQJVWCJJ5FVM",11319,0.043195178,11358,0.001124153,"N","y","1"
"14539",14539,"R29ALYPF8Y2SZO",18600,0.036869479,18611,0.000962065,"N","y","1"
"14540",14540,"R2YNIM3CN5814L",24208,0.028588304,24213,0.000749777,"N","y","1"
"14541",14541,"RMXXQSR51NNYF",31318,0,31318,0,"N","y","1"
"14542",14542,"R2NIIABHHLR1S5",23670,0.029655995,23675,0.000777192,"N","y","1"
"14543",14543,"R3QKVWYWSD15Y4",19586,0.03557083,19591,0.000928806,"N","y","1"
"14544",14544,"R3IJ3C05JNFB3A",16863,0.038725371,16886,0.001009596,"N","y","1"
"14545",14545,"R1ATAB99EBFIJ2",27681,0.020240086,27682,0.000534496,"N","y","1"
"14546",14546,"R3J4679TS1ZB5T",17520,0.037943887,17540,0.000989581,"N","y","1"
"14547",14547,"R2E1US7Q9VF6IA",23469.5,0.030193295,23474.5,0.000790981,"N","y","1"
"14548",14548,"R70XYIQPJBII5",24633.5,0.027926159,24638.5,0.000732766,"N","y","0"
"14549",14549,"R1UK2TQQNK3EO",10528,0.043741765,10569,0.001138176,"N","y","1"
"14550",14550,"R1941OEBDTQ1DT",19374.5,0.035874719,19382.5,0.000936589,"N","y","1"
"14551",14551,"R2RZ9DHBS2JQRF",31318,0,31318,0,"N","y","1"
"14552",14552,"R384P6VUHL7XQ",21515,0.032156108,21520,0.000841319,"N","y","1"
"14553",14553,"R2S9W9AJE7U37V",12544,0.042347906,12581,0.001102423,"N","y","1"
"14554",14554,"R3FXUV9OKI1J2Y",5048,0.325400785,1516,0.01614988,"N","y","1"
"14555",14555,"R1DX3Y3N6GWO78",16823,0.038786576,16847,0.001011163,"N","y","1"
"14556",14556,"R3B9IUI25EZP6S",10222.5,0.043943303,10265.5,0.001143348,"N","y","1"
"14557",14557,"RECR5EBS0HWH",20580,0.033852362,20586,0.000884788,"N","y","1"
"14558",14558,"R3KWFPG355EV5R",24633.5,0.027926159,24638.5,0.000732766,"N","y","1"
"14559",14559,"R3EFN23PMLTB8C",25326,0.026276787,25331,0.000690351,"N","y","1"
"14560",14560,"R3TQ8TEI0POYO2",21136.5,0.032845486,21141.5,0.000858988,"N","y","1"
"14561",14561,"RMH7MC9SE9O2L",23162,0.030236537,23167,0.00079209,"N","y","0"
"14562",14562,"R2UA38DAS1WKKE",27538.5,0.021075181,27539.5,0.000556125,"N","y","1"
"14563",14563,"RGPB5WRFLEX14",5750,0.299730534,1115,0.016975084,"N","y","1"
"14564",14564,"R1PDWOS936VC0L",26246.5,0.023617318,26249.5,0.000621822,"N","y","0"
"14565",14565,"R1WNOZ5CTW3C9T",23162,0.030236537,23167,0.00079209,"N","y","1"
"14566",14566,"R10VB3E7XM5V87",15240.5,0.040248288,15269.5,0.001048608,"N","y","1"
"14567",14567,"R198QFZ8LK8L6B",26449,0.022862051,26452,0.000602325,"N","y","1"
"14568",14568,"R3GBMKCZGH800K",12597,0.042327963,12634,0.001101912,"N","y","1"
"14569",14569,"RX5NM8KITUELL",29500.5,0.011607509,29500.5,0.000309227,"N","y","1"
"14570",14570,"R1RTR0PUS4L0WI",26897,0.022019853,26899,0.000580562,"N","y","0"
"14571",14571,"R3RSWP8WGHTDFP",14365,0.040986119,14395,0.001067515,"N","y","1"
"14572",14572,"R3COGKCVZPP9YI",28777.5,0.015215132,28781.5,0.000403778,"N","y","0"
"14573",14573,"R1OVR2TUBG3IIA",23162,0.020236537,23167,0.00079209,"N","n","0"
"14574",14574,"R1Q6VPPNI006CV",25400,0.025924894,25404,0.000681294,"N","y","0"
"14575",14575,"R14CLHK8D08MIW",26897,0.022019853,26899,0.000580562,"N","y","0"
"14576",14576,"R1JEF1MJ6L8IQQ",1261,0.350050372,1362,0.016331003,"N","n","1"
"14577",14577,"RNLR09CTF9D01",22498,0.030754407,22503,0.000805376,"N","y","0"
"14578",14578,"R2JHJLYMXQYI2G",24011,0.029129705,24016,0.000763681,"N","y","0"
"14579",14579,"R31IJEGP3ZBVLG",22498,0.020754407,22503,0.000805376,"N","n","1"
"14580",14580,"R27D039KT41MLX",23162,0.030236537,23167,0.00079209,"N","y","1"
"14581",14581,"RDOG4PUGLJB41",26897,0.022019853,26899,0.000580562,"N","y","0"
"14582",14582,"ROJR2CXGHI6MX",22808,0.020650984,22813,0.000802723,"N","n","1"
"14583",14583,"R21ANTYZH8VKI8",21515,0.032156108,21520,0.000841319,"N","y","1"
"14584",14584,"R2CW0X8SBUB1QZ",19374.5,0.035874719,19382.5,0.000936589,"N","y","1"
"14585",14585,"R3G8M2I1HM1WEP",20870.5,0.033396324,20876.5,0.000873104,"N","y","1"
"14586",14586,"RLY7IULRUDCOE",19995,0.034923516,20000,0.000912227,"N","y","1"
"14587",14587,"R20TQFL217FWH7",29846,0.008634558,29846,0.000230801,"N","y","1"
"14588",14588,"R25MU8YKCIAYPW",28498.5,0.01680689,28502.5,0.0004453,"N","y","1"
"14589",14589,"RFSE810KXSOCP",6750,0.247726754,6888,0.010725184,"N","y","1"
"14590",14590,"R1D4GY1MXITGHG",24633.5,0.027926159,24638.5,0.000732766,"N","y","1"
"14591",14591,"R2AIQ61XKVGS15",27965,0.018883339,27967,0.000499302,"N","y","1"
"14592",14592,"RKSMG8ODPG4EA",28355.5,0.017326765,28359.5,0.000458837,"N","y","1"
"14593",14593,"RKMNKMKA7EU6D",22498,0.030754407,22503,0.000805376,"N","y","0"
"14594",14594,"R2HHPJKSVISHVB",18972.5,0.036426796,18983.5,0.000950728,"N","y","1"
"14595",14595,"R8WM7D9JPTWXB",26897,0.012019853,26899,0.000580562,"N","n","1"
"14596",14596,"R25OJKRPPNXVA4",20870.5,0.033396324,20876.5,0.000873104,"N","y","0"
"14597",14597,"R2AOCRQKOMJKIG",11720.5,0.042937091,11758.5,0.001117533,"N","y","1"
"14598",14598,"R1T7T6VKMSNIR3",28777.5,0.015215132,28781.5,0.000403778,"N","y","1"
"14599",14599,"R1N3PJIL7LJKO",10251.5,0.033919605,10294.5,0.00114274,"N","n","1"
"14600",14600,"R3V7YSUPWUOZAT",29905,0.008103054,29905,0.000216728,"N","y","1"
"14601",14601,"R3HX0DJA66CICB",23162,0.030236537,23167,0.00079209,"N","y","1"
"14602",14602,"R2M8YSIO24BNZV",15977.5,0.039604392,16003.5,0.001032112,"N","y","1"
"14603",14603,"R376AYF5EGNPPK",7555,0.19943713,7697,0.007979672,"N","y","1"
"14604",14604,"R1I8A2TO7GP3FC",19995,0.034923516,20000,0.000912227,"N","y","1"
"14605",14605,"RHD4SSEY4R84W",9113,0.04479917,8641,0.001298556,"y","fast shipping. not dependable for heavy support.","0"
"14606",14606,"r2yfuqapldqsb8",23771,0.029651654,23776,0.00077708,"N","y","1"
"14607",14607,"r2rvchygr95ip7",6055,0.282324618,6388,0.01230781,"N","y","1"
"14608",14608,"r1t5cuwr8ksm30",17763,0.037697569,17783,0.000983272,"N","y","1"
"14609",14609,"r2jxt18ex0v965",18907,0.036447512,18918,0.000951259,"N","y","0"
"14610",14610,"r25251whpg2bso",20995,0.033057594,21001,0.000864424,"N","y","1"
"14611",14611,"rx49fqd82btio",13961.5,0.031311603,13994.5,0.001075857,"N","n","1"
"14612",14612,"r1d6z8mb1dzcp7",27892,0.019301225,27893,0.00051015,"N","y","1"
"14613",14613,"ru1rouy0cmkok",1465.5,0.359527711,2179.5,0.015752042,"N","y","1"
"14614",14614,"r2055gnz4spnl4",25779,0.024832249,25782,0.000653151,"N","y","1"
"14615",14615,"r3er1aebnknfsq",11862,0.042845669,11900,0.001115188,"N","y","1"
"14616",14616,"r2vk3myb6zqfae",26246.5,0.023617318,26249.5,0.000621822,"N","y","0"
"14617",14617,"r15kvy82j1bji7",18448,0.036976851,18460,0.000964815,"N","y","0"
"14618",14618,"r2jql5ya27v7kk",10262,0.033911706,10305,0.001142537,"N","n","1"
"14619",14619,"r17uwg9fi0mywh",449,0.372900807,1594,0.016003775,"Y","n","1"
"14620",14620,"r2vr654zygw92e",13845.5,0.041407914,13879.5,0.001078325,"N","y","1"
"14621",14621,"r3r26o8l91qt9b",16154,0.029502908,16179,0.001029512,"N","n","1"
"14622",14622,"r2q56iyvw5ilyo",29049,0.014107012,29051,0.000374803,"N","y","0"
"14623",14623,"r1mc5dz67igmye",20654,0.033789109,20660,0.000883167,"N","y","1"
"14624",14624,"r1829f38g63ii0",13466.5,0.041676476,13501.5,0.001085209,"N","y","1"
"14625",14625,"r1fkiwlc058jj6",5586,0.311298733,1549,0.016129007,"N","y","1"
"14626",14626,"r3rftuhh2ch920",20234.5,0.03453796,20239.5,0.000902351,"N","y","1"
"14627",14627,"r2o1cmq2g8o03s",10729.5,0.043595396,10769.5,0.00113442,"N","y","1"
"14628",14628,"r1a9hyrfeo50v4",16863,0.038725371,16886,0.001009596,"N","y","1"
"14629",14629,"r2ff3ltssz3vjr",22498,0.030754407,22503,0.000805376,"N","y","1"
"14630",14630,"rignub7q7568s",9679,0.04433776,9722,0.001153472,"N","y","1"
"14631",14631,"rl095kt1mqxdt",5973,0.275132156,6069,0.013869794,"N","n","1"
"14632",14632,"r3rlukaahflwcs",26897,0.022019853,26899,0.000580562,"N","y","1"
"14633",14633,"r3oda88u7gp3j3",896.5,0.360988318,2996.5,0.015598781,"N","y","1"
"14634",14634,"r2h6eauvskd1d5",23604,0.029695062,23609,0.000778194,"N","y","1"
"14635",14635,"r126mf4nthe3nn",31318,0,31318,0,"N","y","1"
"14636",14636,"r1x2damgb954tj",24633.5,0.027926159,24638.5,0.000732766,"N","y","0"
"14637",14637,"r2uq1l52ee702o",8990.5,0.044919834,9035.5,0.001168416,"N","y","1"
"14638",14638,"r21r7bmpnqfaam",29287,0.012875786,29287,0.000342541,"N","y","1"
"14639",14639,"rcc4cie3cqw5j",18325.5,0.037187243,18338.5,0.000970203,"N","y","0"
"14640",14640,"r2i3r0k81uq6z3",25764,0.024859223,25767,0.000653846,"N","y","1"
"14641",14641,"r62wk77qvwhmb",27268.5,0.021209229,27269.5,0.000559594,"N","y","1"
"14642",14642,"rpi99y9rsd5hl",16705.5,0.038908913,16729.5,0.001014297,"N","y","1"
"14643",14643,"r2xdbt77b1ngmr",502,0.352495912,1964,0.015757343,"N","n","1"
"14644",14644,"r31ps7dcvog21",5926,0.289552655,1118,0.016971839,"N","y","1"
"14645",14645,"r1ywidkukff4cy",26376,0.012898548,26379,0.000603267,"N","n","1"
"14646",14646,"r2tsfyn2juxxw0",18907,0.036447512,18918,0.000951259,"N","y","0"
"14647",14647,"r1k546cjhyo13e",22498,0.030754407,22503,0.000805376,"N","y","1"
"14648",14648,"r1n5flyjd2a4ff",26897,0.022019853,26899,0.000580562,"N","y","0"
"14649",14649,"r2mntixgt1uzbv",22079,0.031257516,22084,0.00081828,"N","y","1"
"14650",14650,"r167o93t38yop9",26040.5,0.024395415,26043.5,0.000641891,"N","y","0"
"14651",14651,"r2u8m39x6rga6d",1045,0.360622021,3091,0.015598113,"N","y","1"
"14652",14652,"r1idsmkjcqhcri",31318,0,31318,0,"N","y","1"
"14653",14653,"r3w3nh3xx8vnty",16136,0.03952321,16161,0.001030032,"N","y","0"
"14654",14654,"r16vhojhgqdly9",20771,0.033459748,20777,0.000874729,"N","y","1"
"14655",14655,"r1tk5khf7ymg3d",30517.5,0.001501121,30517.5,4.05e-05,"N","y","1"
"14656",14656,"r22c9wxujbybhx",6213.5,0.273633994,6457.5,0.012289917,"N","y","1"
"14657",14657,"rn85ydyv9u4xd",2000,0.357818161,3718,0.015593183,"N","y","1"
"14658",14658,"rc5z0g6n3sk68",18629,0.0367827,18640,0.000959843,"N","y","0"
"14659",14659,"r1zbi842qus2hb",23771,0.029651654,23776,0.00077708,"N","y","1"
"14660",14660,"r25tx569c7qvsi",11835.5,0.042861572,11873.5,0.001115596,"N","y","1"
"14661",14661,"r340oj26lmv1u1",28007,0.018817482,28009,0.000497592,"N","y","1"
"14662",14662,"r1gjo81foiyc14",26897,0.022019853,26899,0.000580562,"N","y","1"
"14663",14663,"r1riwsfkz8oslb",26246.5,0.023617318,26249.5,0.000621822,"N","y","0"
"14664",14664,"r208o7qspu26bu",28498.5,0.01680689,28502.5,0.0004453,"N","y","1"
"14665",14665,"r2h7kw8l0rrj61",13226,0.041868601,13261,0.001090134,"N","y","1"
"14666",14666,"r2nj8f1sjf980o",5241,0.320571331,5659,0.015557782,"N","y","1"
"14667",14667,"r2edupru9ie9xz",9289.5,0.034644783,9333.5,0.001161353,"N","n","1"
"14668",14668,"r1ys7n1jh8xh0c",20112,0.034756007,20117,0.000907937,"N","y","1"
"14669",14669,"rsewnc3vcnepx",3258,0.350850068,2475,0.015738591,"N","y","1"
"14670",14670,"rdpjtyaxjie4l",14020.5,0.041291531,14053.5,0.001075342,"N","y","1"
